season,season_start_year,league,division,league_finish,position,name,nationality,age,minutes_(total),starting_appearances_(league),substitute_appearances_(league),starting_appearances_(total),substitute_appearances_(total),total_appearances,goals_(total),goals_(league),g/minutes_(total),g/appearances_(total),european_competition,tier,performance,round_of_tournament,homegrown_players,transfers_in,transfers_out,net_transfers,games_played_(total),goals_for_(total),goals_against_(total),goal_difference_(total),goals_per_game_(total),games_played_(league),goals_for_(league),goals_against_(league),goal_difference_(league),goals_per_game_(league),average_age,average_appearances,average_minutes
2018-2019,2018,La Liga,1,14th,DF,Alfonso Pedraza,Spain,22,2869,22,12,30,15,45.0,4,3,717.25,11.25,Europa League,2,Quarters,4/6,16,9,18,-9.0,54,83,73,10,1.537037037037037,38,49,52,-3,1.2894736842105263,27.0,23.45,1723.35
2018-2019,2018,La Liga,1,14th,DF,Pepe Castaño,Spain,20,90,0,0,1,0,1.0,0,0,0.0,0.0,Europa League,2,Quarters,4/6,16,9,18,-9.0,54,83,73,10,1.537037037037037,38,49,52,-3,1.2894736842105263,27.0,23.45,1723.35
2018-2019,2018,La Liga,1,14th,DF,Víctor Ruiz,Spain,29,2965,22,0,33,0,33.0,0,0,0.0,0.0,Europa League,2,Quarters,4/6,16,9,18,-9.0,54,83,73,10,1.537037037037037,38,49,52,-3,1.2894736842105263,27.0,23.45,1723.35
2018-2019,2018,La Liga,1,14th,DF,Ramiro Funes Mori,Argentina,27,3536,29,2,39,3,42.0,2,2,1768.0,21.0,Europa League,2,Quarters,4/6,16,9,18,-9.0,54,83,73,10,1.537037037037037,38,49,52,-3,1.2894736842105263,27.0,23.45,1723.35
2018-2019,2018,La Liga,1,14th,DF,Álvaro González,Spain,28,3687,33,0,41,0,41.0,1,1,3687.0,41.0,Europa League,2,Quarters,4/6,16,9,18,-9.0,54,83,73,10,1.537037037037037,38,49,52,-3,1.2894736842105263,27.0,23.45,1723.35
2018-2019,2018,La Liga,1,14th,DF,Daniele Bonera,Italy,37,727,4,1,10,1,11.0,0,0,0.0,0.0,Europa League,2,Quarters,4/6,16,9,18,-9.0,54,83,73,10,1.537037037037037,38,49,52,-3,1.2894736842105263,27.0,23.45,1723.35
2018-2019,2018,La Liga,1,14th,MF,Javi Fuego,Spain,34,653,3,2,8,3,11.0,0,0,0.0,0.0,Europa League,2,Quarters,4/6,16,9,18,-9.0,54,83,73,10,1.537037037037037,38,49,52,-3,1.2894736842105263,27.0,23.45,1723.35
2018-2019,2018,La Liga,1,14th,MF,Iván Martín,Spain,19,8,0,0,0,1,1.0,0,0,0.0,0.0,Europa League,2,Quarters,4/6,16,9,18,-9.0,54,83,73,10,1.537037037037037,38,49,52,-3,1.2894736842105263,27.0,23.45,1723.35
2018-2019,2018,La Liga,1,14th,MF,Manuel Iturra,Chile,34,164,1,2,2,2,4.0,0,0,0.0,0.0,Europa League,2,Quarters,4/6,16,9,18,-9.0,54,83,73,10,1.537037037037037,38,49,52,-3,1.2894736842105263,27.0,23.45,1723.35
2018-2019,2018,La Liga,1,14th,MF,Santiago Cáseres,Argentina,21,2306,17,6,26,8,34.0,0,0,0.0,0.0,Europa League,2,Quarters,4/6,16,9,18,-9.0,54,83,73,10,1.537037037037037,38,49,52,-3,1.2894736842105263,27.0,23.45,1723.35
2018-2019,2018,La Liga,1,14th,MF,Manu Morlanes,Spain,19,1014,7,3,11,5,16.0,1,0,1014.0,16.0,Europa League,2,Quarters,4/6,16,9,18,-9.0,54,83,73,10,1.537037037037037,38,49,52,-3,1.2894736842105263,27.0,23.45,1723.35
2018-2019,2018,La Liga,1,14th,MF,Manu Trigueros,Spain,27,2207,18,6,26,8,34.0,0,0,0.0,0.0,Europa League,2,Quarters,4/6,16,9,18,-9.0,54,83,73,10,1.537037037037037,38,49,52,-3,1.2894736842105263,27.0,23.45,1723.35
2018-2019,2018,La Liga,1,14th,MF,Vincente Iborra,Spain,30,1952,19,0,22,3,25.0,4,3,488.0,6.25,Europa League,2,Quarters,4/6,16,9,18,-9.0,54,83,73,10,1.537037037037037,38,49,52,-3,1.2894736842105263,27.0,23.45,1723.35
2018-2019,2018,La Liga,1,14th,MF,Pablo Fornals,Spain,22,3440,28,7,38,12,50.0,5,2,688.0,10.0,Europa League,2,Quarters,4/6,16,9,18,-9.0,54,83,73,10,1.537037037037037,38,49,52,-3,1.2894736842105263,27.0,23.45,1723.35
2018-2019,2018,La Liga,1,14th,MF,Santi Cazorla,Spain,34,3112,30,5,34,12,46.0,7,4,444.57,6.57,Europa League,2,Quarters,4/6,16,9,18,-9.0,54,83,73,10,1.537037037037037,38,49,52,-3,1.2894736842105263,27.0,23.45,1723.35
2018-2019,2018,La Liga,1,14th,MF,Bruno Soriano,Spain,34,0,0,0,0,0,0.0,0,0,0.0,0.0,Europa League,2,Quarters,4/6,16,9,18,-9.0,54,83,73,10,1.537037037037037,38,49,52,-3,1.2894736842105263,27.0,23.45,1723.35
2018-2019,2018,La Liga,1,14th,FW,Carlos Bacca,Colombia,32,1899,12,21,19,24,43.0,11,6,172.64,3.91,Europa League,2,Quarters,4/6,16,9,18,-9.0,54,83,73,10,1.537037037037037,38,49,52,-3,1.2894736842105263,27.0,23.45,1723.35
2018-2019,2018,La Liga,1,14th,FW,Samu Chukwueze,Nigeria,19,2406,19,7,26,12,38.0,8,5,300.75,4.75,Europa League,2,Quarters,4/6,16,9,18,-9.0,54,83,73,10,1.537037037037037,38,49,52,-3,1.2894736842105263,27.0,23.45,1723.35
2018-2019,2018,La Liga,1,14th,FW,Dani Raba,Spain,23,766,2,6,10,7,17.0,2,0,383.0,8.5,Europa League,2,Quarters,4/6,16,9,18,-9.0,54,83,73,10,1.537037037037037,38,49,52,-3,1.2894736842105263,27.0,23.45,1723.35
2018-2019,2018,La Liga,1,14th,FW,Karl Toko Ekambi,Cameroon,26,2745,24,10,31,12,43.0,17,9,161.47,2.53,Europa League,2,Quarters,4/6,16,9,18,-9.0,54,83,73,10,1.537037037037037,38,49,52,-3,1.2894736842105263,27.0,23.45,1723.35
2018-2019,2018,La Liga,1,14th,FW,Gerard Moreno,Spain,26,3089,25,10,32,17,49.0,13,8,237.62,3.77,Europa League,2,Quarters,4/6,16,9,18,-9.0,54,83,73,10,1.537037037037037,38,49,52,-3,1.2894736842105263,27.0,23.45,1723.35
2018-2019,2018,La Liga,1,14th,FW,Nicola Sansone,Italy,27,356,0,3,4,3,7.0,1,1,356.0,7.0,Europa League,2,Quarters,4/6,16,9,18,-9.0,54,83,73,10,1.537037037037037,38,49,52,-3,1.2894736842105263,27.0,23.45,1723.35
2019-2020,2019,La Liga,1,5th,GK,Sergio Asenjo,Spain,30,3060,34,0,34,0,34.0,0,0,0.0,0.0,DNQ,DNQ,DNQ,,19,7,20,-13.0,43,77,54,23,1.7906976744186047,38,63,49,14,1.6578947368421053,25.91,18.82,1300.06
2019-2020,2019,La Liga,1,5th,GK,Andrés Fernández,Spain,33,840,4,0,9,0,9.0,0,0,0.0,0.0,DNQ,DNQ,DNQ,,19,7,20,-13.0,43,77,54,23,1.7906976744186047,38,63,49,14,1.6578947368421053,25.91,18.82,1300.06
2019-2020,2019,La Liga,1,5th,GK,Mariano Barbosa,Argentina,35,0,0,0,0,0,0.0,0,0,0.0,0.0,DNQ,DNQ,DNQ,,19,7,20,-13.0,43,77,54,23,1.7906976744186047,38,63,49,14,1.6578947368421053,25.91,18.82,1300.06
2019-2020,2019,La Liga,1,5th,DF,Rubén Peña,Spain,28,2221,21,5,24,6,,2,2,1110.5,0.0,DNQ,DNQ,DNQ,,19,7,20,-13.0,43,77,54,23,1.7906976744186047,38,63,49,14,1.6578947368421053,25.91,18.82,1300.06
2019-2020,2019,La Liga,1,5th,DF,Mario Gaspar,Spain,29,2217,22,3,24,4,28.0,0,0,0.0,0.0,DNQ,DNQ,DNQ,,19,7,20,-13.0,43,77,54,23,1.7906976744186047,38,63,49,14,1.6578947368421053,25.91,18.82,1300.06
2019-2020,2019,La Liga,1,5th,DF,Adrei Ratiu,Romania,21,0,0,0,0,0,0.0,0,0,0.0,0.0,DNQ,DNQ,DNQ,,19,7,20,-13.0,43,77,54,23,1.7906976744186047,38,63,49,14,1.6578947368421053,25.91,18.82,1300.06
2019-2020,2019,La Liga,1,5th,DF,Miguel Ángel Leal,Spain,22,90,0,0,1,0,1.0,0,0,0.0,0.0,DNQ,DNQ,DNQ,,19,7,20,-13.0,43,77,54,23,1.7906976744186047,38,63,49,14,1.6578947368421053,25.91,18.82,1300.06
2019-2020,2019,La Liga,1,5th,DF,Xavi Quintillà,Spain,23,1850,17,2,20,3,23.0,0,0,0.0,0.0,DNQ,DNQ,DNQ,,19,7,20,-13.0,43,77,54,23,1.7906976744186047,38,63,49,14,1.6578947368421053,25.91,18.82,1300.06
2019-2020,2019,La Liga,1,5th,DF,Alberto Moreno,Spain,27,1595,17,1,18,1,19.0,0,0,0.0,0.0,DNQ,DNQ,DNQ,,19,7,20,-13.0,43,77,54,23,1.7906976744186047,38,63,49,14,1.6578947368421053,25.91,18.82,1300.06
2019-2020,2019,La Liga,1,5th,DF,Pau Torres,Spain,22,3093,33,1,35,1,36.0,2,2,1546.5,18.0,DNQ,DNQ,DNQ,,19,7,20,-13.0,43,77,54,23,1.7906976744186047,38,63,49,14,1.6578947368421053,25.91,18.82,1300.06
2019-2020,2019,La Liga,1,5th,DF,Soufiane Chakla,Morocco,26,226,2,0,3,0,3.0,0,0,0.0,0.0,DNQ,DNQ,DNQ,,19,7,20,-13.0,43,77,54,23,1.7906976744186047,38,63,49,14,1.6578947368421053,25.91,18.82,1300.06
2019-2020,2019,La Liga,1,5th,DF,Raúl Albiol,Spain,34,3447,36,0,38,0,38.0,1,1,3447.0,38.0,DNQ,DNQ,DNQ,,19,7,20,-13.0,43,77,54,23,1.7906976744186047,38,63,49,14,1.6578947368421053,25.91,18.82,1300.06
2019-2020,2019,La Liga,1,5th,DF,Ramiro Funes Mori,Argentina,28,932,5,2,10,2,12.0,1,0,932.0,12.0,DNQ,DNQ,DNQ,,19,7,20,-13.0,43,77,54,23,1.7906976744186047,38,63,49,14,1.6578947368421053,25.91,18.82,1300.06
2019-2020,2019,La Liga,1,5th,DF,Álex Baena,Spain,18,42,0,1,0,2,2.0,0,0,0.0,0.0,DNQ,DNQ,DNQ,,19,7,20,-13.0,43,77,54,23,1.7906976744186047,38,63,49,14,1.6578947368421053,25.91,18.82,1300.06
2019-2020,2019,La Liga,1,5th,MF,Sergio Lozano,Spain,20,64,0,0,1,0,1.0,0,0,0.0,0.0,DNQ,DNQ,DNQ,,19,7,20,-13.0,43,77,54,23,1.7906976744186047,38,63,49,14,1.6578947368421053,25.91,18.82,1300.06
2019-2020,2019,La Liga,1,5th,MF,Iván Martín,Spain,20,0,0,0,0,0,0.0,0,0,0.0,0.0,DNQ,DNQ,DNQ,,19,7,20,-13.0,43,77,54,23,1.7906976744186047,38,63,49,14,1.6578947368421053,25.91,18.82,1300.06
2019-2020,2019,La Liga,1,5th,MF,Santiago Cáseres,Argentina,22,0,0,0,0,0,0.0,0,0,0.0,0.0,DNQ,DNQ,DNQ,,19,7,20,-13.0,43,77,54,23,1.7906976744186047,38,63,49,14,1.6578947368421053,25.91,18.82,1300.06
2019-2020,2019,La Liga,1,5th,MF,Bruno Soriano,Spain,35,259,1,6,1,6,7.0,0,0,0.0,0.0,DNQ,DNQ,DNQ,,19,7,20,-13.0,43,77,54,23,1.7906976744186047,38,63,49,14,1.6578947368421053,25.91,18.82,1300.06
2019-2020,2019,La Liga,1,5th,MF,Leo Suárez,Argentina,23,90,0,0,1,0,1.0,1,0,90.0,1.0,DNQ,DNQ,DNQ,,19,7,20,-13.0,43,77,54,23,1.7906976744186047,38,63,49,14,1.6578947368421053,25.91,18.82,1300.06
2019-2020,2019,La Liga,1,5th,MF,Manu Morlanes,Spain,20,576,3,6,7,6,13.0,0,0,0.0,0.0,DNQ,DNQ,DNQ,,19,7,20,-13.0,43,77,54,23,1.7906976744186047,38,63,49,14,1.6578947368421053,25.91,18.82,1300.06
2019-2020,2019,La Liga,1,5th,MF,Ramiro Guerra,Uruguay,22,0,0,0,0,0,0.0,0,0,0.0,0.0,DNQ,DNQ,DNQ,,19,7,20,-13.0,43,77,54,23,1.7906976744186047,38,63,49,14,1.6578947368421053,25.91,18.82,1300.06
2019-2020,2019,La Liga,1,5th,MF,Javi Ontiveros,Spain,22,1256,7,23,12,23,35.0,3,2,418.6666666666667,11.666666666666666,DNQ,DNQ,DNQ,,19,7,20,-13.0,43,77,54,23,1.7906976744186047,38,63,49,14,1.6578947368421053,25.91,18.82,1300.06
2019-2020,2019,La Liga,1,5th,MF,Manu Trigueros,Spain,28,1685,17,12,19,12,31.0,2,2,842.5,15.5,DNQ,DNQ,DNQ,,19,7,20,-13.0,43,77,54,23,1.7906976744186047,38,63,49,14,1.6578947368421053,25.91,18.82,1300.06
2019-2020,2019,La Liga,1,5th,MF,Moi Gómez,Spain,25,2575,26,11,28,13,41.0,5,5,515.0,8.2,DNQ,DNQ,DNQ,,19,7,20,-13.0,43,77,54,23,1.7906976744186047,38,63,49,14,1.6578947368421053,25.91,18.82,1300.06
2019-2020,2019,La Liga,1,5th,MF,André Zambo Anguissa,Cameroon,24,2838,28,8,31,8,39.0,2,2,1419.0,19.5,DNQ,DNQ,DNQ,,19,7,20,-13.0,43,77,54,23,1.7906976744186047,38,63,49,14,1.6578947368421053,25.91,18.82,1300.06
2019-2020,2019,La Liga,1,5th,MF,Santi Cazorla,Spain,35,2811,29,6,32,8,40.0,15,11,187.4,2.6666666666666665,DNQ,DNQ,DNQ,,19,7,20,-13.0,43,77,54,23,1.7906976744186047,38,63,49,14,1.6578947368421053,25.91,18.82,1300.06
2019-2020,2019,La Liga,1,5th,MF,Viecente Iborra,Spain,31,2798,33,1,34,3,37.0,1,1,2798.0,37.0,DNQ,DNQ,DNQ,,19,7,20,-13.0,43,77,54,23,1.7906976744186047,38,63,49,14,1.6578947368421053,25.91,18.82,1300.06
2019-2020,2019,La Liga,1,5th,MF,Paco Alcácer,Spain,26,951,11,2,11,3,14.0,4,4,237.75,3.5,DNQ,DNQ,DNQ,,19,7,20,-13.0,43,77,54,23,1.7906976744186047,38,63,49,14,1.6578947368421053,25.91,18.82,1300.06
2019-2020,2019,La Liga,1,5th,FW,Fer Niño,Spain,19,128,1,4,1,6,7.0,2,1,64.0,3.5,DNQ,DNQ,DNQ,,19,7,20,-13.0,43,77,54,23,1.7906976744186047,38,63,49,14,1.6578947368421053,25.91,18.82,1300.06
2019-2020,2019,La Liga,1,5th,FW,Carlos Bacca,Colombia,33,1043,7,12,11,12,23.0,5,2,208.6,4.6,DNQ,DNQ,DNQ,,19,7,20,-13.0,43,77,54,23,1.7906976744186047,38,63,49,14,1.6578947368421053,25.91,18.82,1300.06
2019-2020,2019,La Liga,1,5th,FW,Karl Toko Ekambi,Cameroon,27,1059,11,7,12,7,19.0,6,6,176.5,3.1666666666666665,DNQ,DNQ,DNQ,,19,7,20,-13.0,43,77,54,23,1.7906976744186047,38,63,49,14,1.6578947368421053,25.91,18.82,1300.06
2019-2020,2019,La Liga,1,5th,FW,Samu Chukwueze,Nigeria,20,2244,20,17,22,19,41.0,4,3,561.0,10.25,DNQ,DNQ,DNQ,,19,7,20,-13.0,43,77,54,23,1.7906976744186047,38,63,49,14,1.6578947368421053,25.91,18.82,1300.06
2019-2020,2019,La Liga,1,5th,FW,Gerard Moreno,Spain,27,2912,33,2,34,3,37.0,20,18,145.6,1.85,DNQ,DNQ,DNQ,,19,7,20,-13.0,43,77,54,23,1.7906976744186047,38,63,49,14,1.6578947368421053,25.91,18.82,1300.06
2020-2021,2020,La Liga,1,7th,GK,Sergio Asenjo,Spain,31,3330,36,0,37,0,37.0,0,0,0.0,0.0,Europa League,2,Champions,6/6,20,9,18,-9.0,58,97,55,42,1.6724137931034482,38,60,44,16,1.5789473684210527,25.33,24.53,1585.0
2020-2021,2020,La Liga,1,7th,GK,Filip Jörgensen,Sweden,18,0,0,0,0,0,0.0,0,0,0.0,0.0,Europa League,2,Champions,6/6,20,9,18,-9.0,58,97,55,42,1.6724137931034482,38,60,44,16,1.5789473684210527,25.33,24.53,1585.0
2020-2021,2020,La Liga,1,7th,GK,Gerónimo Rulli,Argentina,28,1860,2,0,20,0,20.0,0,0,0.0,0.0,Europa League,2,Champions,6/6,20,9,18,-9.0,58,97,55,42,1.6724137931034482,38,60,44,16,1.5789473684210527,25.33,24.53,1585.0
2020-2021,2020,La Liga,1,7th,GK,Iker Álvarez,Andorra,19,0,0,0,0,0,0.0,0,0,0.0,0.0,Europa League,2,Champions,6/6,20,9,18,-9.0,58,97,55,42,1.6724137931034482,38,60,44,16,1.5789473684210527,25.33,24.53,1585.0
2020-2021,2020,La Liga,1,7th,DF,Rubén Peña,Spain,29,1802,12,7,20,10,30.0,1,1,1802.0,30.0,Europa League,2,Champions,6/6,20,9,18,-9.0,58,97,55,42,1.6724137931034482,38,60,44,16,1.5789473684210527,25.33,24.53,1585.0
2020-2021,2020,La Liga,1,7th,DF,José Manuel Lanchi,Spain,19,0,0,0,0,0,0.0,0,0,0.0,0.0,Europa League,2,Champions,6/6,20,9,18,-9.0,58,97,55,42,1.6724137931034482,38,60,44,16,1.5789473684210527,25.33,24.53,1585.0
2020-2021,2020,La Liga,1,7th,DF,Adrei Ratiu,Romania,22,0,0,0,0,0,0.0,0,0,0.0,0.0,Europa League,2,Champions,6/6,20,9,18,-9.0,58,97,55,42,1.6724137931034482,38,60,44,16,1.5789473684210527,25.33,24.53,1585.0
2020-2021,2020,La Liga,1,7th,DF,Mario Gaspar,Spain,30,2110,21,3,23,6,29.0,0,0,0.0,0.0,Europa League,2,Champions,6/6,20,9,18,-9.0,58,97,55,42,1.6724137931034482,38,60,44,16,1.5789473684210527,25.33,24.53,1585.0
2020-2021,2020,La Liga,1,7th,DF,Alfonso Pedraza,Spain,24,3280,24,5,36,8,44.0,2,1,1640.0,22.0,Europa League,2,Champions,6/6,20,9,18,-9.0,58,97,55,42,1.6724137931034482,38,60,44,16,1.5789473684210527,25.33,24.53,1585.0
2020-2021,2020,La Liga,1,7th,DF,Alberto Moreno,Spain,28,237,2,3,2,7,9.0,0,0,0.0,0.0,Europa League,2,Champions,6/6,20,9,18,-9.0,58,97,55,42,1.6724137931034482,38,60,44,16,1.5789473684210527,25.33,24.53,1585.0
2020-2021,2020,La Liga,1,7th,DF,Jaume Costa,Spain,32,938,3,11,11,14,25.0,1,0,938.0,25.0,Europa League,2,Champions,6/6,20,9,18,-9.0,58,97,55,42,1.6724137931034482,38,60,44,16,1.5789473684210527,25.33,24.53,1585.0
2020-2021,2020,La Liga,1,7th,DF,Pervis Estupiñán,Ecuador,22,1706,12,13,17,16,33.0,0,0,0.0,0.0,Europa League,2,Champions,6/6,20,9,18,-9.0,58,97,55,42,1.6724137931034482,38,60,44,16,1.5789473684210527,25.33,24.53,1585.0
2020-2021,2020,La Liga,1,7th,DF,Soufiane Chakla,Morocco,27,193,0,1,2,1,3.0,1,0,193.0,3.0,Europa League,2,Champions,6/6,20,9,18,-9.0,58,97,55,42,1.6724137931034482,38,60,44,16,1.5789473684210527,25.33,24.53,1585.0
2020-2021,2020,La Liga,1,7th,DF,Ramiro Funes Mori,Argentina,29,1492,8,2,16,4,20.0,0,0,0.0,0.0,Europa League,2,Champions,6/6,20,9,18,-9.0,58,97,55,42,1.6724137931034482,38,60,44,16,1.5789473684210527,25.33,24.53,1585.0
2020-2021,2020,La Liga,1,7th,DF,Juan Foyth,Argentina,22,2452,13,3,27,5,32.0,1,0,2452.0,32.0,Europa League,2,Champions,6/6,20,9,18,-9.0,58,97,55,42,1.6724137931034482,38,60,44,16,1.5789473684210527,25.33,24.53,1585.0
2020-2021,2020,La Liga,1,7th,DF,Raúl Albiol,Spain,35,4256,35,0,47,0,47.0,2,0,2128.0,23.5,Europa League,2,Champions,6/6,20,9,18,-9.0,58,97,55,42,1.6724137931034482,38,60,44,16,1.5789473684210527,25.33,24.53,1585.0
2020-2021,2020,La Liga,1,7th,DF,Pau Torres,Spain,23,3976,33,0,44,0,44.0,3,2,1325.3333333333333,14.666666666666666,Europa League,2,Champions,6/6,20,9,18,-9.0,58,97,55,42,1.6724137931034482,38,60,44,16,1.5789473684210527,25.33,24.53,1585.0
2020-2021,2020,La Liga,1,7th,MF,Étienne Capoue,France,32,2102,15,1,25,2,27.0,1,1,2102.0,27.0,Europa League,2,Champions,6/6,20,9,18,-9.0,58,97,55,42,1.6724137931034482,38,60,44,16,1.5789473684210527,25.33,24.53,1585.0
2020-2021,2020,La Liga,1,7th,MF,Moi Gómez,Spain,26,2922,29,6,31,18,49.0,4,4,730.5,12.25,Europa League,2,Champions,6/6,20,9,18,-9.0,58,97,55,42,1.6724137931034482,38,60,44,16,1.5789473684210527,25.33,24.53,1585.0
2020-2021,2020,La Liga,1,7th,MF,Carlo Adriano,Spain,19,12,0,0,0,1,1.0,0,0,0.0,0.0,Europa League,2,Champions,6/6,20,9,18,-9.0,58,97,55,42,1.6724137931034482,38,60,44,16,1.5789473684210527,25.33,24.53,1585.0
2020-2021,2020,La Liga,1,7th,MF,Javi Ontiveros,Spain,23,0,0,0,0,0,0.0,0,0,0.0,0.0,Europa League,2,Champions,6/6,20,9,18,-9.0,58,97,55,42,1.6724137931034482,38,60,44,16,1.5789473684210527,25.33,24.53,1585.0
2020-2021,2020,La Liga,1,7th,MF,Dani Parejo,Spain,31,4288,36,0,47,6,53.0,3,3,1429.3333333333333,17.666666666666668,Europa League,2,Champions,6/6,20,9,18,-9.0,58,97,55,42,1.6724137931034482,38,60,44,16,1.5789473684210527,25.33,24.53,1585.0
2020-2021,2020,La Liga,1,7th,MF,Manu Trigueros,Spain,29,3848,30,5,45,9,54.0,2,1,1924.0,27.0,Europa League,2,Champions,6/6,20,9,18,-9.0,58,97,55,42,1.6724137931034482,38,60,44,16,1.5789473684210527,25.33,24.53,1585.0
2020-2021,2020,La Liga,1,7th,MF,Álex Baena,Spain,19,801,2,4,10,10,20.0,2,0,400.5,10.0,Europa League,2,Champions,6/6,20,9,18,-9.0,58,97,55,42,1.6724137931034482,38,60,44,16,1.5789473684210527,25.33,24.53,1585.0
2020-2021,2020,La Liga,1,7th,MF,Takefusa Kubo,Japan,19,697,2,11,7,12,19.0,1,0,697.0,19.0,Europa League,2,Champions,6/6,20,9,18,-9.0,58,97,55,42,1.6724137931034482,38,60,44,16,1.5789473684210527,25.33,24.53,1585.0
2020-2021,2020,La Liga,1,7th,MF,Vicente Iborra,Spain,32,1226,10,3,13,5,18.0,0,0,0.0,0.0,Europa League,2,Champions,6/6,20,9,18,-9.0,58,97,55,42,1.6724137931034482,38,60,44,16,1.5789473684210527,25.33,24.53,1585.0
2020-2021,2020,La Liga,1,7th,MF,Francis Coquelin,France,29,1433,7,15,14,18,32.0,0,0,0.0,0.0,Europa League,2,Champions,6/6,20,9,18,-9.0,58,97,55,42,1.6724137931034482,38,60,44,16,1.5789473684210527,25.33,24.53,1585.0
2020-2021,2020,La Liga,1,7th,MF,Sergio Lozano,Spain,21,0,0,0,0,0,0.0,0,0,0.0,0.0,Europa League,2,Champions,6/6,20,9,18,-9.0,58,97,55,42,1.6724137931034482,38,60,44,16,1.5789473684210527,25.33,24.53,1585.0
2020-2021,2020,La Liga,1,7th,FW,Carlos Bacca,Colombia,34,1448,9,14,18,17,35.0,9,5,160.88888888888889,3.888888888888889,Europa League,2,Champions,6/6,20,9,18,-9.0,58,97,55,42,1.6724137931034482,38,60,44,16,1.5789473684210527,25.33,24.53,1585.0
2020-2021,2020,La Liga,1,7th,FW,Paco Alcácer,Spain,27,2178,19,8,26,13,39.0,12,6,181.5,3.25,Europa League,2,Champions,6/6,20,9,18,-9.0,58,97,55,42,1.6724137931034482,38,60,44,16,1.5789473684210527,25.33,24.53,1585.0
2020-2021,2020,La Liga,1,7th,FW,Fer Niño,Spain,20,962,8,9,11,16,27.0,8,3,120.25,3.375,Europa League,2,Champions,6/6,20,9,18,-9.0,58,97,55,42,1.6724137931034482,38,60,44,16,1.5789473684210527,25.33,24.53,1585.0
2020-2021,2020,La Liga,1,7th,FW,Dani Raba,Spain,25,313,1,4,3,8,11.0,1,0,313.0,11.0,Europa League,2,Champions,6/6,20,9,18,-9.0,58,97,55,42,1.6724137931034482,38,60,44,16,1.5789473684210527,25.33,24.53,1585.0
2020-2021,2020,La Liga,1,7th,FW,Gerard Moreno,Spain,28,3583,30,3,39,7,46.0,30,23,119.43333333333334,1.5333333333333334,Europa League,2,Champions,6/6,20,9,18,-9.0,58,97,55,42,1.6724137931034482,38,60,44,16,1.5789473684210527,25.33,24.53,1585.0
2020-2021,2020,La Liga,1,7th,FW,Alejandro Millán,Spain,21,13,0,1,0,2,2.0,1,0,13.0,2.0,Europa League,2,Champions,6/6,20,9,18,-9.0,58,97,55,42,1.6724137931034482,38,60,44,16,1.5789473684210527,25.33,24.53,1585.0
2020-2021,2020,La Liga,1,7th,FW,Samu Chukwueze,Nigeria,21,2188,13,15,24,16,40.0,5,4,437.6,8.0,Europa League,2,Champions,6/6,20,9,18,-9.0,58,97,55,42,1.6724137931034482,38,60,44,16,1.5789473684210527,25.33,24.53,1585.0
2020-2021,2020,La Liga,1,7th,FW,Yéremi Pino,Spain,18,1414,6,18,12,25,37.0,7,3,202.0,5.285714285714286,Europa League,2,Champions,6/6,20,9,18,-9.0,58,97,55,42,1.6724137931034482,38,60,44,16,1.5789473684210527,25.33,24.53,1585.0
2021-2022,2021,La Liga,1,7th,GK,Gerónimo Rulli,Argentina,29,4106,32,0,46,0,46.0,0,0,0.0,0.0,Champions League,1,Semis,4/5,22,7,16,-9.0,54,98,57,41,1.8148148148148149,38,63,37,26,1.6578947368421053,25.41,21.79,1379.08
2021-2022,2021,La Liga,1,7th,GK,Sergio Asenjo,Spain,32,750,6,0,8,0,8.0,0,0,0.0,0.0,Champions League,1,Semis,4/5,22,7,16,-9.0,54,98,57,41,1.8148148148148149,38,63,37,26,1.6578947368421053,25.41,21.79,1379.08
2021-2022,2021,La Liga,1,7th,GK,Iker Álvarez,Andorra,20,0,0,0,0,0,0.0,0,0,0.0,0.0,Champions League,1,Semis,4/5,22,7,16,-9.0,54,98,57,41,1.8148148148148149,38,63,37,26,1.6578947368421053,25.41,21.79,1379.08
2021-2022,2021,La Liga,1,7th,GK,Filip Jörgensen,Sweden,19,34,0,0,0,1,1.0,0,0,0.0,0.0,Champions League,1,Semis,4/5,22,7,16,-9.0,54,98,57,41,1.8148148148148149,38,63,37,26,1.6578947368421053,25.41,21.79,1379.08
2021-2022,2021,La Liga,1,7th,DF,José Manuel Lanchi,Spain,20,0,0,0,0,0,0.0,0,0,0.0,0.0,Champions League,1,Semis,4/5,22,7,16,-9.0,54,98,57,41,1.8148148148148149,38,63,37,26,1.6578947368421053,25.41,21.79,1379.08
2021-2022,2021,La Liga,1,7th,DF,Rubén Peña,Spain,30,283,1,6,3,8,11.0,0,0,0.0,0.0,Champions League,1,Semis,4/5,22,7,16,-9.0,54,98,57,41,1.8148148148148149,38,63,37,26,1.6578947368421053,25.41,21.79,1379.08
2021-2022,2021,La Liga,1,7th,DF,Mario Gaspar,Spain,31,958,7,5,10,8,18.0,0,0,0.0,0.0,Champions League,1,Semis,4/5,22,7,16,-9.0,54,98,57,41,1.8148148148148149,38,63,37,26,1.6578947368421053,25.41,21.79,1379.08
2021-2022,2021,La Liga,1,7th,DF,Serge Aurier,Ivory Coast,29,1132,10,9,11,13,24.0,0,0,0.0,0.0,Champions League,1,Semis,4/5,22,7,16,-9.0,54,98,57,41,1.8148148148148149,38,63,37,26,1.6578947368421053,25.41,21.79,1379.08
